"x","freq"
"2671",1
"2675",2
"2678",1
"2679",1
"2680",1
"2682",2
"2683",1
"2684",2
"2685",2
"2686",2
"2687",1
"2689",1
"2690",1
"2691",1
"2692",1
"2693",1
"3400",1
"3489",2
"3492",1
"3495",1
"3496",2
"3502",1
"3506",1
"3509",1
"3511",2
"3514",1
"3516",1
"3517",1
"3518",1
"3520",1
"3522",1
"3525",1
"3526",1
"3527",1
"3531",1
"3534",1
"3591",1
"3592",1
"3655",2
"3660",2
"3662",2
"3663",2
"3675",1
"3685",1
"3697",2
"3712",2
"3713",2
"3725",2
"3731",2
"3732",2
"3742",2
"3779",1
"3902",1
"3911",1
"4021",1
"4022",1
"4105",1
"4110",1
"4313",1
"4315",1
"4323",1
"4614",1
"4615",1
"4616",1
"4682",1
"4684",1
"4743",1
"4744",1
"4745",1
"4747",1
"4749",1
"4751",1
"4947",1
"4948",1
"4950",1
"4951",1
"4952",1
"4957",1
"5254",1
"5255",1
"5256",1
"5265",1
"5337",1
"5344",1
"5348",1
"5349",1
"5403",1
"5407",1
"5537",1
"5538",1
"5539",1
"5540",1
"5541",1
"5543",1
"5654",2
"5656",1
"5657",1
"5659",2
"5660",1
"5661",1
"5662",2
"5664",1
"5665",2
"5666",1
"5667",2
"5796",1
"5797",1
"5820",1
"5821",1
"5830",1
"5831",1
"5860",1
"5861",1
"5862",1
"5863",1
"5864",1
"5868",1
"5869",1
"5900",1
"5912",1
"5913",1
"5914",1
"5915",1
"5916",1
"5917",1
"5918",1
"6004",1
"6136",1
"6137",1
"6138",1
"6140",1
"6141",1
"6142",1
"6154",1
"6155",1
"6156",1
"6157",1
"6158",1
"6160",1
"6161",1
"6162",1
"6163",1
"6164",1
"6165",1
"6166",1
"6167",1
"6168",1
"6169",1
"6170",1
"6171",1
"6172",1
"6196",1
"6197",1
"6198",1
"6233",1
"6235",1
"6293",1
"6294",1
"6295",1
"6297",1
"6298",1
"6299",1
"6302",1
"6303",1
"6304",1
"6306",1
"6307",1
"6309",1
"6310",1
"6311",1
"6314",1
"6315",1
"6317",2
"6320",1
"6321",1
"6322",1
"6323",1
"6386",1
"6459",1
"6460",1
"6461",1
"6463",1
"6464",1
"6465",1
"6506",1
"6507",1
"6508",1
"6509",1
"6510",1
"6511",1
"6512",1
"6513",1
"6514",1
"6529",1
"6530",1
"6531",1
"6532",1
"6533",1
"6534",1
"6535",1
"6536",1
"6537",1
"6538",1
"6539",1
"6540",1
"6541",1
"6544",1
"6547",1
"6548",1
"6549",1
"6569",1
"6570",1
"6571",1
"6572",2
"6586",1
"6588",1
"6598",2
"6599",2
"6600",2
"6601",2
"6603",2
"6605",2
"6606",1
"6607",1
"6608",1
"6619",1
"6620",1
"6621",1
"6622",1
"6623",1
"6624",1
"6625",1
"6626",1
"6627",1
"6628",1
"6641",1
"6643",2
"6644",1
"6648",1
"6649",1
"6650",1
"6651",1
"6652",1
"6653",1
"6654",1
"6655",1
"6672",1
"6674",1
"6675",1
"6676",1
"6677",1
"6678",1
"6679",1
"6680",1
"6681",1
"6682",1
"6683",1
"6702",1
"6703",1
"6704",2
"6715",1
"6716",1
"6717",1
"6718",1
"6719",1
"6746",1
"6747",1
"6748",1
"6751",1
"6780",1
"6781",1
"6782",1
"6805",1
"6806",1
"6807",1
"6808",1
"6809",1
"6810",1
"6811",1
"6812",1
"6813",1
"6814",1
"6854",1
"6855",1
"6856",1
"6861",1
"6863",1
"6864",1
"6881",1
"6882",1
"6883",1
"6884",1
"6885",1
"6888",1
"6889",1
"6890",1
"6895",1
"6897",1
"6898",1
"6899",1
"6901",1
"6903",1
"6917",1
"6920",1
"6922",1
"6923",1
"6924",1
"6926",1
"6927",1
"6928",1
"6929",1
"6930",1
"6931",1
"6932",1
"6963",1
"6964",1
"6965",1
"7000",1
"7002",1
"7004",1
"A01P",1
"A01X",1
"A01Z",1
"A02K",1
"A02Y",1
"A0X9",1
"A0XA",1
"A0XD",1
"A0XF",1
"A1D0",1
"A1D4",1
"A1D6",1
"A1D7",1
"A1D8",1
"A1D9",1
"A1DA",1
"A1DB",1
"A1DC",1
"A1DD",1
"A1DE",1
"A1DF",1
"A1DG",1
"A1H8",1
"A1HA",1
"A1HB",1
"A280",1
"A282",1
"A285",1
"A288",1
"A28A",1
"A28C",1
"A28E",1
"A28F",1
"A28G",1
"A28H",1
"A28K",1
"A28M",1
"A50T",1
"A50U",1
"A50V",1
"A54L",1
"A565",1
"A566",1
"A567",1
"A56B",1
"A56K",1
"A56L",1
"A56N",1
"A5EJ",1
"A5EK",1
"A5IV",1
"A5YV",1
"A5YW",1
"A5YX",1
"A5Z1",1
"A5Z2",1
"A5ZU",1
"A69D",1
"A6GA",1
"A6GB",1
"A6GC",1
"A71X",1
"A7HO",1
"A8F7",2
"A8F8",1
"A8FL",1
"A8YK",1
"A92H",1
"A93T",1
"A97D",1
"AA1B",1
"AA8H",1
"AAT4",1
"AAT5",1
"AAT6",1
"AATA",1
"AATE",1
"AB45",1
